Date,File Path,Keywords Found
9-August-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/9-August-2000_Lok Sabha Debates.pdf,"drugs, sex"
12-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/12-December-2000_Lok Sabha Debates.pdf,No keywords found
20-November-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/20-November-2000_Lok Sabha Debates.pdf,No keywords found
21-November-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/21-November-2000_Lok Sabha Debates.pdf,"drugs, sex"
18-August-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/18-August-2000_Lok Sabha Debates.pdf,"drugs, sex"
25-August-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/25-August-2000_Lok Sabha Debates.pdf,drugs
21-August-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/21-August-2000_Lok Sabha Debates.pdf,"abortion, drugs, sex"
5-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/5-December-2000_Lok Sabha Debates.pdf,drugs
24-November-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/24-November-2000_Lok Sabha Debates.pdf,drugs
22-August-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/22-August-2000_Lok Sabha Debates.pdf,"drugs, sex"
17-August-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/17-August-2000_Lok Sabha Debates.pdf,"drugs, sex"
16-August-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/16-August-2000_Lok Sabha Debates.pdf,"abortion, drugs, sex"
28-November-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/28-November-2000_Lok Sabha Debates.pdf,drugs
22-November-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/22-November-2000_Lok Sabha Debates.pdf,"abortion, drugs"
19-February-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/19-February-2001_Lok Sabha Debates.pdf,drugs
27-November-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/27-November-2000_Lok Sabha Debates.pdf,drugs
1-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/1-December-2000_Lok Sabha Debates.pdf,drugs
30-November-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/30-November-2000_Lok Sabha Debates.pdf,drugs
4-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/4-December-2000_Lok Sabha Debates.pdf,No keywords found
28-February-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/28-February-2001_Lok Sabha Debates.pdf,drugs
29-November-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/29-November-2000_Lok Sabha Debates.pdf,"abortion, drugs, sex"
21-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/21-December-2000_Lok Sabha Debates.pdf,drugs
23-November-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/23-November-2000_Lok Sabha Debates.pdf,No keywords found
14-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/14-December-2000_Lok Sabha Debates.pdf,sex
22-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/22-December-2000_Lok Sabha Debates.pdf,drugs
16-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/16-March-2001_Lok Sabha Debates.pdf,No keywords found
15-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/15-March-2001_Lok Sabha Debates.pdf,No keywords found
15-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/15-December-2000_Lok Sabha Debates.pdf,drugs
20-February-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/20-February-2001_Lok Sabha Debates.pdf,"drugs, sex"
22-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/22-March-2001_Lok Sabha Debates.pdf,No keywords found
19-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/19-December-2000_Lok Sabha Debates.pdf,"drugs, sex"
23-February-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/23-February-2001_Lok Sabha Debates.pdf,drugs
18-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/18-December-2000_Lok Sabha Debates.pdf,"drugs, sex"
27-February-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/27-February-2001_Lok Sabha Debates.pdf,drugs
22-February-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/22-February-2001_Lok Sabha Debates.pdf,No keywords found
26-February-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/26-February-2001_Lok Sabha Debates.pdf,No keywords found
1-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/1-March-2001_Lok Sabha Debates.pdf,No keywords found
20-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/20-December-2000_Lok Sabha Debates.pdf,drugs
8-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/8-March-2001_Lok Sabha Debates.pdf,"drugs, sex"
2-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/2-March-2001_Lok Sabha Debates.pdf,drugs
20-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/20-March-2001_Lok Sabha Debates.pdf,drugs
14-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/14-March-2001_Lok Sabha Debates.pdf,"abortion, drugs, sex"
16-April-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/16-April-2001_Lok Sabha Debates.pdf,drugs
7-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/7-March-2001_Lok Sabha Debates.pdf,drugs
13-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/13-March-2001_Lok Sabha Debates.pdf,drugs
21-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/21-March-2001_Lok Sabha Debates.pdf,"abortion, drugs, sex"
17-April-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/17-April-2001_Lok Sabha Debates.pdf,drugs
18-April-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/18-April-2001_Lok Sabha Debates.pdf,"abortion, drugs, sex"
13-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/13-December-2000_Lok Sabha Debates.pdf,"abortion, drugs, sex"
23-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/23-March-2001_Lok Sabha Debates.pdf,drugs
12-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/12-March-2001_Lok Sabha Debates.pdf,drugs
20-April-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/20-April-2001_Lok Sabha Debates.pdf,drugs
23-April-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/23-April-2001_Lok Sabha Debates.pdf,drugs
19-April-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/19-April-2001_Lok Sabha Debates.pdf,No keywords found
27-April-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/27-April-2001_Lok Sabha Debates.pdf,"drugs, sex"
26-July-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/26-July-2001_Lok Sabha Debates.pdf,No keywords found
24-April-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/24-April-2001_Lok Sabha Debates.pdf,"drugs, sex"
23-July-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/23-July-2001_Lok Sabha Debates.pdf,sex
31-July-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/31-July-2001_Lok Sabha Debates.pdf,"drugs, sex"
25-April-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/25-April-2001_Lok Sabha Debates.pdf,"abortion, drugs, sex"
26-April-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/26-April-2001_Lok Sabha Debates.pdf,drugs
11-December-2000,/Users/Aaryan/Desktop/Lok Sabha Debates/2000/11-December-2000_Lok Sabha Debates.pdf,"abortion, drugs, sex"
25-July-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/25-July-2001_Lok Sabha Debates.pdf,"drugs, sex"
30-July-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/30-July-2001_Lok Sabha Debates.pdf,drugs
24-July-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/24-July-2001_Lok Sabha Debates.pdf,drugs
27-July-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/27-July-2001_Lok Sabha Debates.pdf,"drugs, sex"
19-March-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/19-March-2001_Lok Sabha Debates.pdf,drugs
13-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/13-August-2001_Lok Sabha Debates.pdf,No keywords found
3-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/3-August-2001_Lok Sabha Debates.pdf,drugs
8-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/8-August-2001_Lok Sabha Debates.pdf,"abortion, drugs, sex"
2-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/2-August-2001_Lok Sabha Debates.pdf,drugs
7-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/7-August-2001_Lok Sabha Debates.pdf,"drugs, sex"
6-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/6-August-2001_Lok Sabha Debates.pdf,drugs
21-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/21-August-2001_Lok Sabha Debates.pdf,"abortion, drugs, sex"
1-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/1-August-2001_Lok Sabha Debates.pdf,drugs
14-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/14-August-2001_Lok Sabha Debates.pdf,drugs
9-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/9-August-2001_Lok Sabha Debates.pdf,No keywords found
10-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/10-August-2001_Lok Sabha Debates.pdf,"drugs, sex"
17-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/17-August-2001_Lok Sabha Debates.pdf,drugs
22-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/22-August-2001_Lok Sabha Debates.pdf,"drugs, sex"
24-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/24-August-2001_Lok Sabha Debates.pdf,drugs
28-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/28-August-2001_Lok Sabha Debates.pdf,"drugs, sex"
6-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/6-December-2001_Lok Sabha Debates.pdf,No keywords found
16-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/16-August-2001_Lok Sabha Debates.pdf,No keywords found
20-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/20-August-2001_Lok Sabha Debates.pdf,drugs
29-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/29-August-2001_Lok Sabha Debates.pdf,"drugs, sex"
31-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/31-August-2001_Lok Sabha Debates.pdf,drugs
27-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/27-August-2001_Lok Sabha Debates.pdf,No keywords found
19-November-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/19-November-2001_Lok Sabha Debates.pdf,No keywords found
13-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/13-December-2001_Lok Sabha Debates.pdf,No keywords found
23-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/23-August-2001_Lok Sabha Debates.pdf,No keywords found
27-November-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/27-November-2001_Lok Sabha Debates.pdf,drugs
21-November-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/21-November-2001_Lok Sabha Debates.pdf,"drugs, sex"
26-November-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/26-November-2001_Lok Sabha Debates.pdf,drugs
25-February-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/25-February-2002_Lok Sabha Debates.pdf,sex
28-February-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/28-February-2002_Lok Sabha Debates.pdf,drugs
22-November-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/22-November-2001_Lok Sabha Debates.pdf,"abortion, drugs"
30-August-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/30-August-2001_Lok Sabha Debates.pdf,drugs
29-November-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/29-November-2001_Lok Sabha Debates.pdf,"drugs, sex"
3-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/3-December-2001_Lok Sabha Debates.pdf,sex
20-November-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/20-November-2001_Lok Sabha Debates.pdf,"drugs, sex"
23-November-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/23-November-2001_Lok Sabha Debates.pdf,drugs
18-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/18-December-2001_Lok Sabha Debates.pdf,drugs
11-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/11-December-2001_Lok Sabha Debates.pdf,"drugs, sex"
12-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/12-December-2001_Lok Sabha Debates.pdf,"abortion, drugs, sex"
19-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/19-December-2001_Lok Sabha Debates.pdf,"drugs, sex"
4-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/4-December-2001_Lok Sabha Debates.pdf,drugs
28-November-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/28-November-2001_Lok Sabha Debates.pdf,"drugs, sex"
10-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/10-December-2001_Lok Sabha Debates.pdf,drugs
5-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/5-December-2001_Lok Sabha Debates.pdf,"abortion, drugs, sex"
16-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/16-March-2002_Lok Sabha Debates.pdf,No keywords found
11-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/11-March-2002_Lok Sabha Debates.pdf,sex
17-April-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/17-April-2002_Lok Sabha Debates.pdf,No keywords found
4-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/4-March-2002_Lok Sabha Debates.pdf,drugs
19-April-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/19-April-2002_Lok Sabha Debates.pdf,No keywords found
18-April-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/18-April-2002_Lok Sabha Debates.pdf,No keywords found
22-April-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/22-April-2002_Lok Sabha Debates.pdf,No keywords found
26-February-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/26-February-2002_Lok Sabha Debates.pdf,"drugs, sex"
1-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/1-March-2002_Lok Sabha Debates.pdf,drugs
14-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/14-March-2002_Lok Sabha Debates.pdf,No keywords found
26-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/26-March-2002_Lok Sabha Debates.pdf,No keywords found
13-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/13-March-2002_Lok Sabha Debates.pdf,"drugs, sex"
8-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/8-March-2002_Lok Sabha Debates.pdf,"abortion, drugs"
14-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/14-December-2001_Lok Sabha Debates.pdf,"drugs, sex"
7-December-2001,/Users/Aaryan/Desktop/Lok Sabha Debates/2001/7-December-2001_Lok Sabha Debates.pdf,drugs
16-April-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/16-April-2002_Lok Sabha Debates.pdf,drugs
15-April-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/15-April-2002_Lok Sabha Debates.pdf,drugs
15-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/15-March-2002_Lok Sabha Debates.pdf,"drugs, sex"
24-April-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/24-April-2002_Lok Sabha Debates.pdf,"abortion, drugs"
26-April-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/26-April-2002_Lok Sabha Debates.pdf,drugs
22-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/22-March-2002_Lok Sabha Debates.pdf,drugs
18-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/18-March-2002_Lok Sabha Debates.pdf,drugs
19-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/19-March-2002_Lok Sabha Debates.pdf,"drugs, sex"
6-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/6-May-2002_Lok Sabha Debates.pdf,drugs
20-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/20-March-2002_Lok Sabha Debates.pdf,"abortion, drugs, sex"
2-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/2-May-2002_Lok Sabha Debates.pdf,sex
7-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/7-May-2002_Lok Sabha Debates.pdf,"drugs, sex"
3-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/3-May-2002_Lok Sabha Debates.pdf,"drugs, sex"
29-April-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/29-April-2002_Lok Sabha Debates.pdf,No keywords found
21-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/21-March-2002_Lok Sabha Debates.pdf,sex
7-March-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/7-March-2002_Lok Sabha Debates.pdf,drugs
9-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/9-May-2002_Lok Sabha Debates.pdf,No keywords found
30-April-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/30-April-2002_Lok Sabha Debates.pdf,"drugs, sex"
10-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/10-May-2002_Lok Sabha Debates.pdf,"drugs, sex"
8-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/8-May-2002_Lok Sabha Debates.pdf,"drugs, sex"
18-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/18-July-2002_Lok Sabha Debates.pdf,No keywords found
14-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/14-May-2002_Lok Sabha Debates.pdf,"drugs, sex"
13-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/13-May-2002_Lok Sabha Debates.pdf,drugs
15-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/15-July-2002_Lok Sabha Debates.pdf,No keywords found
15-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/15-May-2002_Lok Sabha Debates.pdf,"drugs, sex"
19-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/19-July-2002_Lok Sabha Debates.pdf,"drugs, sex"
22-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/22-July-2002_Lok Sabha Debates.pdf,sex
16-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/16-July-2002_Lok Sabha Debates.pdf,drugs
16-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/16-May-2002_Lok Sabha Debates.pdf,No keywords found
29-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/29-July-2002_Lok Sabha Debates.pdf,drugs
24-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/24-July-2002_Lok Sabha Debates.pdf,"drugs, sex"
17-May-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/17-May-2002_Lok Sabha Debates.pdf,"drugs, sex"
17-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/17-July-2002_Lok Sabha Debates.pdf,"drugs, sex"
7-August-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/7-August-2002_Lok Sabha Debates.pdf,drugs
26-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/26-July-2002_Lok Sabha Debates.pdf,drugs
23-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/23-July-2002_Lok Sabha Debates.pdf,drugs
8-August-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/8-August-2002_Lok Sabha Debates.pdf,No keywords found
6-August-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/6-August-2002_Lok Sabha Debates.pdf,drugs
31-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/31-July-2002_Lok Sabha Debates.pdf,"drugs, sex"
25-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/25-July-2002_Lok Sabha Debates.pdf,drugs
5-August-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/5-August-2002_Lok Sabha Debates.pdf,drugs
9-August-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/9-August-2002_Lok Sabha Debates.pdf,drugs
12-August-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/12-August-2002_Lok Sabha Debates.pdf,drugs
1-August-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/1-August-2002_Lok Sabha Debates.pdf,drugs
2-August-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/2-August-2002_Lok Sabha Debates.pdf,"drugs, sex"
25-November-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/25-November-2002_Lok Sabha Debates.pdf,drugs
18-November-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/18-November-2002_Lok Sabha Debates.pdf,drugs
22-November-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/22-November-2002_Lok Sabha Debates.pdf,"drugs, sex"
21-November-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/21-November-2002_Lok Sabha Debates.pdf,drugs
30-July-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/30-July-2002_Lok Sabha Debates.pdf,drugs
20-November-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/20-November-2002_Lok Sabha Debates.pdf,"abortion, drugs, sex"
5-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/5-December-2002_Lok Sabha Debates.pdf,"abortion, sex"
28-November-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/28-November-2002_Lok Sabha Debates.pdf,drugs
17-February-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/17-February-2003_Lok Sabha Debates.pdf,"drugs, sex"
4-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/4-December-2002_Lok Sabha Debates.pdf,"abortion, drugs"
11-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/11-December-2002_Lok Sabha Debates.pdf,drugs
29-November-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/29-November-2002_Lok Sabha Debates.pdf,drugs
26-November-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/26-November-2002_Lok Sabha Debates.pdf,"drugs, sex"
12-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/12-December-2002_Lok Sabha Debates.pdf,No keywords found
2-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/2-December-2002_Lok Sabha Debates.pdf,drugs
13-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/13-December-2002_Lok Sabha Debates.pdf,drugs
27-November-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/27-November-2002_Lok Sabha Debates.pdf,"drugs, sex"
23-April-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/23-April-2002_Lok Sabha Debates.pdf,"drugs, sex"
9-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/9-December-2002_Lok Sabha Debates.pdf,sex
3-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/3-December-2002_Lok Sabha Debates.pdf,"drugs, sex"
28-February-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/28-February-2003_Lok Sabha Debates.pdf,drugs
16-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/16-December-2002_Lok Sabha Debates.pdf,drugs
10-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/10-December-2002_Lok Sabha Debates.pdf,drugs
19-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/19-December-2002_Lok Sabha Debates.pdf,"drugs, sex"
20-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/20-December-2002_Lok Sabha Debates.pdf,"abortion, drugs, sex"
21-February-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/21-February-2003_Lok Sabha Debates.pdf,drugs
18-February-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/18-February-2003_Lok Sabha Debates.pdf,drugs
17-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/17-December-2002_Lok Sabha Debates.pdf,drugs
18-December-2002,/Users/Aaryan/Desktop/Lok Sabha Debates/2002/18-December-2002_Lok Sabha Debates.pdf,drugs
25-February-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/25-February-2003_Lok Sabha Debates.pdf,"drugs, sex"
26-February-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/26-February-2003_Lok Sabha Debates.pdf,"drugs, sex"
20-February-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/20-February-2003_Lok Sabha Debates.pdf,drugs
24-February-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/24-February-2003_Lok Sabha Debates.pdf,drugs
19-February-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/19-February-2003_Lok Sabha Debates.pdf,"drugs, sex"
4-March-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/4-March-2003_Lok Sabha Debates.pdf,"drugs, sex"
3-March-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/3-March-2003_Lok Sabha Debates.pdf,No keywords found
7-March-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/7-March-2003_Lok Sabha Debates.pdf,"drugs, sex"
11-March-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/11-March-2003_Lok Sabha Debates.pdf,drugs
27-February-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/27-February-2003_Lok Sabha Debates.pdf,"drugs, sex"
5-March-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/5-March-2003_Lok Sabha Debates.pdf,"drugs, sex"
10-March-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/10-March-2003_Lok Sabha Debates.pdf,drugs
13-March-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/13-March-2003_Lok Sabha Debates.pdf,drugs
8-April-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/8-April-2003_Lok Sabha Debates.pdf,drugs
7-April-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/7-April-2003_Lok Sabha Debates.pdf,abortion
6-March-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/6-March-2003_Lok Sabha Debates.pdf,drugs
12-March-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/12-March-2003_Lok Sabha Debates.pdf,"drugs, sex"
24-April-2003,/Users/Aaryan/Desktop/Lok Sabha Debates/2003/24-April-2003_Lok Sabha Debates.pdf,drugs
